date,season_year,team,opponent,goals_scored,goals_conceded,shots,shots_on_target,corners,fouls,yellow_cards,red_cards,points,home_away,goal_difference,shot_conversion_rate,efficiency_score
2010-01-30,2010,Wigan,Everton,0,1,10,4,4,19,0,0,0,Home,-1,0.0,0.8
2010-01-31,2010,Arsenal,Man United,1,3,18,7,8,9,1,0,0,Home,-2,0.14285714285714285,1.0
2010-01-31,2010,Man City,Portsmouth,2,0,13,6,10,9,1,0,3,Home,2,0.3333333333333333,1.5384615384615385
2010-02-01,2010,Sunderland,Stoke,0,0,6,5,7,7,2,0,1,Home,0,0.0,1.6666666666666667
2010-02-02,2010,Hull,Chelsea,1,1,7,3,6,9,1,0,1,Home,0,0.3333333333333333,1.4285714285714286
2010-02-03,2010,Fulham,Portsmouth,1,0,14,9,5,12,0,0,3,Home,1,0.1111111111111111,1.5714285714285714
2010-02-06,2010,Bolton,Fulham,0,0,16,11,2,8,0,0,1,Home,0,0.0,1.375
2010-02-06,2010,Burnley,West Ham,2,1,8,4,3,15,2,0,3,Home,1,0.5,2.0
2010-02-06,2010,Hull,Man City,2,1,8,4,4,14,2,0,3,Home,1,0.5,2.0
2010-02-06,2010,Liverpool,Everton,1,0,9,4,8,11,3,1,3,Home,1,0.25,1.3333333333333333
2010-02-06,2010,Man United,Portsmouth,5,0,21,8,12,9,1,0,3,Home,5,0.625,1.7142857142857142
2010-02-06,2010,Stoke,Blackburn,3,0,15,11,12,13,2,0,3,Home,3,0.2727272727272727,2.2666666666666666
2010-02-06,2010,Sunderland,Wigan,1,1,11,8,2,12,4,0,1,Home,0,0.125,1.8181818181818181
2010-02-06,2010,Tottenham,Aston Villa,0,0,28,15,12,10,0,0,1,Home,0,0.0,1.0714285714285714
2010-02-07,2010,Birmingham,Wolves,2,1,15,10,11,12,5,0,3,Home,1,0.2,1.8666666666666667
2010-02-07,2010,Chelsea,Arsenal,2,0,9,3,4,11,2,0,3,Home,2,0.6666666666666666,1.5555555555555556
2010-02-09,2010,Fulham,Burnley,3,0,16,12,6,9,1,0,3,Home,3,0.25,2.25
2010-02-09,2010,Man City,Bolton,2,0,8,4,6,8,0,0,3,Home,2,0.5,2.0
2010-02-09,2010,Portsmouth,Sunderland,1,1,12,6,8,10,3,1,1,Home,0,0.16666666666666666,1.3333333333333333
2010-02-09,2010,Wigan,Stoke,1,1,16,11,9,12,2,0,1,Home,0,0.09090909090909091,1.625
2010-02-10,2010,Arsenal,Liverpool,1,0,11,6,3,19,3,0,3,Home,1,0.16666666666666666,1.4545454545454546
2010-02-10,2010,Aston Villa,Man United,1,1,10,6,1,9,0,0,1,Home,0,0.16666666666666666,1.6
2010-02-10,2010,Blackburn,Hull,1,0,20,10,6,14,1,0,3,Home,1,0.1,1.2
2010-02-10,2010,Everton,Chelsea,2,1,7,5,5,13,1,0,3,Home,1,0.4,2.5714285714285716
2010-02-10,2010,West Ham,Birmingham,2,0,13,10,3,12,1,0,3,Home,2,0.2,2.1538461538461537
2010-02-10,2010,Wolves,Tottenham,1,0,8,4,5,15,2,0,3,Home,1,0.25,1.5
2010-02-16,2010,Stoke,Man City,1,1,8,5,3,21,3,1,1,Home,0,0.2,1.75
2010-02-17,2010,Wigan,Bolton,0,0,10,1,4,6,0,0,1,Home,0,0.0,0.2
2010-02-20,2010,Arsenal,Sunderland,2,0,16,10,7,8,1,0,3,Home,2,0.2,1.75
2010-02-20,2010,Everton,Man United,3,1,11,7,4,12,5,0,3,Home,2,0.42857142857142855,2.3636363636363638
2010-02-20,2010,Portsmouth,Stoke,1,2,15,12,7,10,2,0,0,Home,-1,0.08333333333333333,1.8666666666666667
2010-02-20,2010,West Ham,Hull,3,0,20,12,9,13,1,0,3,Home,3,0.25,1.8
2010-02-20,2010,Wolves,Chelsea,0,2,11,7,1,12,0,0,0,Home,-2,0.0,1.2727272727272727
2010-02-21,2010,Aston Villa,Burnley,5,2,15,8,9,5,0,0,3,Home,3,0.625,2.4
2010-02-21,2010,Blackburn,Bolton,3,0,12,7,8,15,0,0,3,Home,3,0.42857142857142855,2.1666666666666665
2010-02-21,2010,Fulham,Birmingham,2,1,11,6,3,9,1,0,3,Home,1,0.3333333333333333,1.8181818181818181
2010-02-21,2010,Man City,Liverpool,0,0,4,1,8,7,1,0,1,Home,0,0.0,0.5
2010-02-21,2010,Wigan,Tottenham,0,3,8,7,3,17,3,0,0,Home,-3,0.0,1.75
2010-02-23,2010,Man United,West Ham,3,0,12,9,6,10,0,0,3,Home,3,0.3333333333333333,2.5
2010-02-27,2010,Birmingham,Wigan,1,0,10,5,2,16,1,0,3,Home,1,0.2,1.4
2010-02-27,2010,Bolton,Wolves,1,0,16,9,7,10,0,0,3,Home,1,0.1111111111111111,1.375
2010-02-27,2010,Burnley,Portsmouth,1,2,14,8,4,12,1,0,0,Home,-1,0.125,1.4285714285714286
2010-02-27,2010,Chelsea,Man City,2,4,23,13,3,21,3,2,0,Home,-2,0.15384615384615385,1.4782608695652173
2010-02-27,2010,Stoke,Arsenal,1,3,4,3,3,12,0,1,0,Home,-2,0.3333333333333333,2.5
2010-02-28,2010,Liverpool,Blackburn,2,1,12,6,4,10,1,0,3,Home,1,0.3333333333333333,1.6666666666666667
2010-02-28,2010,Sunderland,Fulham,0,0,12,5,2,15,3,0,1,Home,0,0.0,0.8333333333333334
2010-02-28,2010,Tottenham,Everton,2,1,13,9,6,9,1,0,3,Home,1,0.2222222222222222,2.0
2010-03-06,2010,Arsenal,Burnley,3,1,20,11,8,5,0,0,3,Home,2,0.2727272727272727,1.7
2010-03-06,2010,West Ham,Bolton,1,2,18,8,6,13,2,0,0,Home,-1,0.125,1.1111111111111112
2010-03-06,2010,Wolves,Man United,0,1,12,6,2,9,2,0,0,Home,-1,0.0,1.0
2010-03-07,2010,Everton,Hull,5,1,18,10,4,12,0,0,3,Home,4,0.5,2.2222222222222223
2010-03-08,2010,Wigan,Liverpool,1,0,12,4,4,15,1,0,3,Home,1,0.25,1.0
2010-03-09,2010,Portsmouth,Birmingham,1,2,11,8,5,12,1,0,0,Home,-1,0.125,1.8181818181818181
2010-03-09,2010,Sunderland,Bolton,4,0,12,7,2,14,2,0,3,Home,4,0.5714285714285714,2.5
2010-03-10,2010,Burnley,Stoke,1,1,10,3,4,12,2,0,1,Home,0,0.3333333333333333,1.0
2010-03-13,2010,Birmingham,Everton,2,2,7,4,5,10,1,0,1,Home,0,0.5,2.2857142857142856
2010-03-13,2010,Bolton,Wigan,4,0,8,6,3,20,1,0,3,Home,4,0.6666666666666666,3.5
2010-03-13,2010,Burnley,Wolves,1,2,22,11,11,10,1,0,0,Home,-1,0.09090909090909091,1.1818181818181819
2010-03-13,2010,Chelsea,West Ham,4,1,22,15,11,13,0,0,3,Home,3,0.26666666666666666,2.090909090909091
2010-03-13,2010,Hull,Arsenal,1,2,7,2,2,16,2,1,0,Home,-1,0.5,1.1428571428571428
2010-03-13,2010,Stoke,Aston Villa,0,0,13,6,8,6,0,0,1,Home,0,0.0,0.9230769230769231
2010-03-13,2010,Tottenham,Blackburn,3,1,14,7,5,12,0,0,3,Home,2,0.42857142857142855,1.8571428571428572
2010-03-14,2010,Man United,Fulham,3,0,33,19,11,7,1,0,3,Home,3,0.15789473684210525,1.5151515151515151
2010-03-14,2010,Sunderland,Man City,1,1,12,7,3,12,2,0,1,Home,0,0.14285714285714285,1.5
2010-03-15,2010,Liverpool,Portsmouth,4,1,23,12,8,10,0,0,3,Home,3,0.3333333333333333,1.7391304347826086
2010-03-16,2010,Wigan,Aston Villa,1,2,10,6,7,10,2,0,0,Home,-1,0.16666666666666666,1.6
2010-03-20,2010,Arsenal,West Ham,2,0,9,5,4,7,1,1,3,Home,2,0.4,2.0
2010-03-20,2010,Aston Villa,Wolves,2,2,11,3,7,10,1,0,1,Home,0,0.6666666666666666,1.2727272727272727
2010-03-20,2010,Everton,Bolton,2,0,18,11,6,12,1,0,3,Home,2,0.18181818181818182,1.6666666666666667
2010-03-20,2010,Portsmouth,Hull,3,2,18,10,11,7,1,0,3,Home,1,0.3,1.7777777777777777
2010-03-20,2010,Stoke,Tottenham,1,2,8,4,6,7,2,1,0,Home,-1,0.25,1.5
2010-03-20,2010,Sunderland,Birmingham,3,1,11,9,7,8,0,0,3,Home,2,0.3333333333333333,2.727272727272727
2010-03-20,2010,Wigan,Burnley,1,0,21,11,5,10,1,0,3,Home,1,0.09090909090909091,1.2380952380952381
2010-03-21,2010,Blackburn,Chelsea,1,1,8,4,3,10,0,0,1,Home,0,0.25,1.5
2010-03-21,2010,Fulham,Man City,1,2,10,4,4,8,0,0,0,Home,-1,0.25,1.2
2010-03-21,2010,Man United,Liverpool,2,1,10,5,1,10,2,0,3,Home,1,0.4,1.8
2010-03-23,2010,West Ham,Wolves,1,3,17,10,8,9,0,0,0,Home,-2,0.1,1.411764705882353
2010-03-24,2010,Aston Villa,Sunderland,1,1,11,4,6,5,0,0,1,Home,0,0.25,1.0909090909090908
2010-03-24,2010,Blackburn,Birmingham,2,1,9,7,5,18,2,0,3,Home,1,0.2857142857142857,2.4444444444444446
2010-03-24,2010,Man City,Everton,0,2,12,5,7,11,3,0,0,Home,-2,0.0,0.8333333333333334
2010-03-24,2010,Portsmouth,Chelsea,0,5,10,6,1,11,3,0,0,Home,-5,0.0,1.2
2010-03-27,2010,Birmingham,Arsenal,1,1,7,3,3,13,3,0,1,Home,0,0.3333333333333333,1.4285714285714286
2010-03-27,2010,Bolton,Man United,0,4,14,10,11,14,0,0,0,Home,-4,0.0,1.4285714285714286
2010-03-27,2010,Chelsea,Aston Villa,7,1,13,11,8,12,3,0,3,Home,6,0.6363636363636364,3.8461538461538463
2010-03-27,2010,Hull,Fulham,2,0,7,4,6,11,2,0,3,Home,2,0.5,2.2857142857142856
2010-03-27,2010,Tottenham,Portsmouth,2,0,16,8,11,5,0,0,3,Home,2,0.25,1.5
2010-03-27,2010,West Ham,Stoke,0,1,17,7,6,14,0,0,0,Home,-1,0.0,0.8235294117647058
2010-03-27,2010,Wolves,Everton,0,0,9,2,3,14,1,0,1,Home,0,0.0,0.4444444444444444
2010-03-28,2010,Burnley,Blackburn,0,1,7,3,7,15,3,0,0,Home,-1,0.0,0.8571428571428571
2010-03-28,2010,Liverpool,Sunderland,3,0,25,16,9,11,0,0,3,Home,3,0.1875,1.76
2010-03-29,2010,Man City,Wigan,3,0,10,8,3,12,3,0,3,Home,3,0.375,2.8
2010-04-03,2010,Arsenal,Wolves,1,0,23,13,10,10,0,0,3,Home,1,0.07692307692307693,1.3043478260869565
2010-04-03,2010,Bolton,Aston Villa,0,1,14,10,6,13,2,0,0,Home,-1,0.0,1.4285714285714286
2010-04-03,2010,Burnley,Man City,1,6,14,7,6,5,0,0,0,Home,-5,0.14285714285714285,1.2857142857142858
2010-04-03,2010,Man United,Chelsea,1,2,9,3,3,14,3,0,0,Home,-1,0.3333333333333333,1.1111111111111112
2010-04-03,2010,Portsmouth,Blackburn,0,0,6,3,1,11,2,1,1,Home,0,0.0,1.0
2010-04-03,2010,Stoke,Hull,2,0,9,3,3,12,3,0,3,Home,2,0.6666666666666666,1.5555555555555556
2010-04-03,2010,Sunderland,Tottenham,3,1,11,10,6,16,2,0,3,Home,2,0.3,2.909090909090909
2010-04-04,2010,Birmingham,Liverpool,1,1,8,3,5,14,2,0,1,Home,0,0.3333333333333333,1.25
2010-04-04,2010,Everton,West Ham,2,2,10,5,2,7,2,0,1,Home,0,0.4,1.8
2010-04-04,2010,Fulham,Wigan,2,1,7,5,6,11,1,0,3,Home,1,0.4,2.5714285714285716
2010-04-10,2010,Hull,Burnley,1,4,11,4,6,19,5,0,0,Home,-3,0.25,1.0909090909090908
2010-04-10,2010,West Ham,Sunderland,1,0,10,6,2,12,1,0,3,Home,1,0.16666666666666666,1.6
2010-04-11,2010,Blackburn,Man United,0,0,8,7,1,14,1,0,1,Home,0,0.0,1.75
2010-04-11,2010,Liverpool,Fulham,0,0,18,9,10,6,1,0,1,Home,0,0.0,1.0
2010-04-11,2010,Man City,Birmingham,5,1,17,8,8,12,0,0,3,Home,4,0.625,2.1176470588235294
2010-04-11,2010,Wolves,Stoke,0,0,10,8,7,7,0,0,1,Home,0,0.0,1.6
2010-04-13,2010,Chelsea,Bolton,1,0,18,8,5,13,1,0,3,Home,1,0.125,1.1111111111111112
2010-04-14,2010,Aston Villa,Everton,2,2,10,7,7,11,2,0,1,Home,0,0.2857142857142857,2.2
2010-04-14,2010,Tottenham,Arsenal,2,1,13,10,4,13,3,0,3,Home,1,0.2,2.1538461538461537
2010-04-14,2010,Wigan,Portsmouth,0,0,24,14,10,16,2,0,1,Home,0,0.0,1.1666666666666667
2010-04-17,2010,Birmingham,Hull,0,0,10,7,8,11,0,0,1,Home,0,0.0,1.4
2010-04-17,2010,Blackburn,Everton,2,3,15,10,4,15,3,0,0,Home,-1,0.2,1.8666666666666667
2010-04-17,2010,Fulham,Wolves,0,0,11,4,5,9,1,0,1,Home,0,0.0,0.7272727272727273
2010-04-17,2010,Man City,Man United,0,1,8,5,7,8,2,0,0,Home,-1,0.0,1.25
2010-04-17,2010,Stoke,Bolton,1,2,11,5,5,10,1,0,0,Home,-1,0.2,1.2727272727272727
2010-04-17,2010,Sunderland,Burnley,2,1,16,11,3,14,3,0,3,Home,1,0.18181818181818182,1.875
2010-04-17,2010,Tottenham,Chelsea,2,1,20,10,13,7,2,0,3,Home,1,0.2,1.4
2010-04-18,2010,Portsmouth,Aston Villa,1,2,16,12,7,5,0,0,0,Home,-1,0.08333333333333333,1.75
2010-04-18,2010,Wigan,Arsenal,3,2,16,11,8,15,2,0,3,Home,1,0.2727272727272727,2.125
2010-04-19,2010,Liverpool,West Ham,3,0,17,8,9,8,0,0,3,Home,3,0.375,1.6470588235294117
2010-04-21,2010,Hull,Aston Villa,0,2,14,10,11,8,2,0,0,Home,-2,0.0,1.4285714285714286
2010-04-24,2010,Arsenal,Man City,0,0,9,4,5,13,4,0,1,Home,0,0.0,0.8888888888888888
2010-04-24,2010,Bolton,Portsmouth,2,2,14,10,12,16,1,0,1,Home,0,0.2,2.0
2010-04-24,2010,Hull,Sunderland,0,1,14,8,3,12,1,1,0,Home,-1,0.0,1.1428571428571428
2010-04-24,2010,Man United,Tottenham,3,1,15,8,4,13,1,0,3,Home,2,0.375,1.8666666666666667
2010-04-24,2010,West Ham,Wigan,3,2,9,7,4,9,1,0,3,Home,1,0.42857142857142855,2.888888888888889
2010-04-24,2010,Wolves,Blackburn,1,1,14,5,4,9,0,0,1,Home,0,0.2,1.0
2010-04-25,2010,Aston Villa,Birmingham,1,0,10,6,7,12,1,0,3,Home,1,0.16666666666666666,1.6
2010-04-25,2010,Burnley,Liverpool,0,4,12,6,4,13,2,0,0,Home,-4,0.0,1.0
2010-04-25,2010,Chelsea,Stoke,7,0,29,18,7,14,0,0,3,Home,7,0.3888888888888889,2.206896551724138
2010-04-25,2010,Everton,Fulham,2,1,15,9,9,7,0,0,3,Home,1,0.2222222222222222,1.7333333333333334
2010-05-01,2010,Birmingham,Burnley,2,1,13,4,6,11,2,0,3,Home,1,0.5,1.2307692307692308
2010-05-01,2010,Man City,Aston Villa,3,1,17,12,13,6,1,0,3,Home,2,0.25,2.1176470588235294
2010-05-01,2010,Portsmouth,Wolves,3,1,12,8,7,10,0,0,3,Home,2,0.375,2.3333333333333335
2010-05-01,2010,Stoke,Everton,0,0,12,6,6,10,0,0,1,Home,0,0.0,1.0
2010-05-01,2010,Tottenham,Bolton,1,0,25,12,11,11,0,0,3,Home,1,0.08333333333333333,1.12
2010-05-02,2010,Fulham,West Ham,3,2,5,3,9,10,0,0,3,Home,1,1.0,3.6
2010-05-02,2010,Liverpool,Chelsea,0,2,7,2,9,7,1,0,0,Home,-2,0.0,0.5714285714285714
2010-05-02,2010,Sunderland,Man United,0,1,10,2,9,10,3,0,0,Home,-1,0.0,0.4
2010-05-03,2010,Blackburn,Arsenal,2,1,11,7,5,19,2,0,3,Home,1,0.2857142857142857,2.0
2010-05-03,2010,Wigan,Hull,2,2,13,7,8,11,2,0,1,Home,0,0.2857142857142857,1.6923076923076923
2010-05-05,2010,Fulham,Stoke,0,1,12,6,8,7,1,0,0,Home,-1,0.0,1.0
2010-05-05,2010,Man City,Tottenham,0,1,10,5,9,12,0,0,0,Home,-1,0.0,1.0
2010-05-09,2010,Arsenal,Fulham,4,0,16,11,5,11,2,0,3,Home,4,0.36363636363636365,2.375
2010-05-09,2010,Aston Villa,Blackburn,0,1,16,12,11,14,2,0,0,Home,-1,0.0,1.5
2010-05-09,2010,Bolton,Birmingham,2,1,14,8,3,14,2,0,3,Home,1,0.25,1.7142857142857142
2010-05-09,2010,Burnley,Tottenham,4,2,16,12,5,9,0,0,3,Home,2,0.3333333333333333,2.5
2010-05-09,2010,Chelsea,Wigan,8,0,17,10,2,14,2,0,3,Home,8,0.8,3.0588235294117645
2010-05-09,2010,Everton,Portsmouth,1,0,21,13,14,12,0,0,3,Home,1,0.07692307692307693,1.4285714285714286
2010-05-09,2010,Hull,Liverpool,0,0,11,6,2,15,1,0,1,Home,0,0.0,1.0909090909090908
2010-05-09,2010,Man United,Stoke,4,0,18,13,10,10,2,0,3,Home,4,0.3076923076923077,2.3333333333333335
2010-05-09,2010,West Ham,Man City,1,1,12,8,4,12,2,0,1,Home,0,0.125,1.6666666666666667
2010-05-09,2010,Wolves,Sunderland,2,1,14,7,4,11,1,0,3,Home,1,0.2857142857142857,1.5714285714285714
2010-08-14,2010,Aston Villa,West Ham,3,0,23,11,16,15,1,0,3,Home,3,0.2727272727272727,1.4782608695652173
2010-08-14,2010,Blackburn,Everton,1,0,7,2,1,19,2,0,3,Home,1,0.5,1.1428571428571428
2010-08-14,2010,Bolton,Fulham,0,0,13,9,4,12,1,0,1,Home,0,0.0,1.3846153846153846
2010-08-14,2010,Chelsea,West Brom,6,0,18,13,3,10,1,0,3,Home,6,0.46153846153846156,2.7777777777777777
2010-08-14,2010,Sunderland,Birmingham,2,2,6,2,3,13,3,1,1,Home,0,1.0,2.0
2010-08-14,2010,Tottenham,Man City,0,0,22,18,10,13,0,0,1,Home,0,0.0,1.6363636363636365
2010-08-14,2010,Wigan,Blackpool,0,4,11,6,6,8,1,0,0,Home,-4,0.0,1.0909090909090908
2010-08-14,2010,Wolves,Stoke,2,1,13,7,5,17,0,0,3,Home,1,0.2857142857142857,1.6923076923076923
2010-08-15,2010,Liverpool,Arsenal,1,1,7,4,9,13,1,1,1,Home,0,0.25,1.7142857142857142
2010-08-16,2010,Man United,Newcastle,3,0,18,10,5,9,2,0,3,Home,3,0.3,1.7777777777777777
2010-08-21,2010,Arsenal,Blackpool,6,0,26,16,8,9,0,0,3,Home,6,0.375,2.1538461538461537
2010-08-21,2010,Birmingham,Blackburn,2,1,10,7,4,13,2,0,3,Home,1,0.2857142857142857,2.2
2010-08-21,2010,Everton,Wolves,1,1,14,6,3,18,1,0,1,Home,0,0.16666666666666666,1.1428571428571428
2010-08-21,2010,Stoke,Tottenham,1,2,15,10,6,15,3,0,0,Home,-1,0.1,1.6
2010-08-21,2010,West Brom,Sunderland,1,0,11,5,4,16,2,0,3,Home,1,0.2,1.2727272727272727
2010-08-21,2010,West Ham,Bolton,1,3,17,10,8,11,2,0,0,Home,-2,0.1,1.411764705882353
2010-08-21,2010,Wigan,Chelsea,0,6,17,12,0,12,1,0,0,Home,-6,0.0,1.411764705882353
2010-08-22,2010,Fulham,Man United,2,2,16,8,5,7,2,0,1,Home,0,0.25,1.5
2010-08-22,2010,Newcastle,Aston Villa,6,0,20,14,10,15,3,0,3,Home,6,0.42857142857142855,2.6
2010-08-23,2010,Man City,Liverpool,3,0,8,3,5,13,1,0,3,Home,3,1.0,2.25
2010-08-28,2010,Blackburn,Arsenal,1,2,15,7,4,9,1,0,0,Home,-1,0.14285714285714285,1.2
2010-08-28,2010,Blackpool,Fulham,2,2,14,5,4,13,1,0,1,Home,0,0.4,1.2857142857142858
2010-08-28,2010,Chelsea,Stoke,2,0,15,6,6,5,0,0,3,Home,2,0.3333333333333333,1.3333333333333333
2010-08-28,2010,Man United,West Ham,3,0,18,11,9,6,1,0,3,Home,3,0.2727272727272727,1.8888888888888888
2010-08-28,2010,Tottenham,Wigan,0,1,12,7,16,10,3,0,0,Home,-1,0.0,1.1666666666666667
2010-08-28,2010,Wolves,Newcastle,1,1,5,2,5,20,7,0,1,Home,0,0.5,1.6
2010-08-29,2010,Aston Villa,Everton,1,0,12,6,4,19,4,0,3,Home,1,0.16666666666666666,1.3333333333333333
2010-08-29,2010,Bolton,Birmingham,2,2,11,8,6,19,2,1,1,Home,0,0.25,2.1818181818181817
2010-08-29,2010,Liverpool,West Brom,1,0,11,7,7,9,0,0,3,Home,1,0.14285714285714285,1.6363636363636365
2010-08-29,2010,Sunderland,Man City,1,0,12,4,3,5,0,0,3,Home,1,0.25,1.0
2010-09-11,2010,Arsenal,Bolton,4,1,23,14,9,11,2,0,3,Home,3,0.2857142857142857,1.9130434782608696
2010-09-11,2010,Everton,Man United,3,3,23,14,7,11,1,0,1,Home,0,0.21428571428571427,1.7391304347826086
2010-09-11,2010,Fulham,Wolves,2,1,13,6,6,9,3,0,3,Home,1,0.3333333333333333,1.5384615384615385
2010-09-11,2010,Man City,Blackburn,1,1,20,14,14,12,2,0,1,Home,0,0.07142857142857142,1.6
2010-09-11,2010,Newcastle,Blackpool,0,2,16,13,3,15,2,0,0,Home,-2,0.0,1.625
2010-09-11,2010,West Brom,Tottenham,1,1,15,8,9,12,2,0,1,Home,0,0.125,1.3333333333333333
2010-09-11,2010,West Ham,Chelsea,1,3,13,7,1,13,2,0,0,Home,-2,0.14285714285714285,1.3846153846153846
2010-09-11,2010,Wigan,Sunderland,1,1,17,4,5,19,4,0,1,Home,0,0.25,0.7058823529411765
2010-09-12,2010,Birmingham,Liverpool,0,0,15,3,4,8,1,0,1,Home,0,0.0,0.4
2010-09-13,2010,Stoke,Aston Villa,2,1,20,12,8,11,1,0,3,Home,1,0.16666666666666666,1.6
2010-09-18,2010,Aston Villa,Bolton,1,1,13,6,8,15,1,0,1,Home,0,0.16666666666666666,1.2307692307692308
2010-09-18,2010,Blackburn,Fulham,1,1,9,5,3,15,0,0,1,Home,0,0.2,1.5555555555555556
2010-09-18,2010,Everton,Newcastle,0,1,6,3,3,15,2,0,0,Home,-1,0.0,1.0
2010-09-18,2010,Stoke,West Ham,1,1,9,3,6,14,3,0,1,Home,0,0.3333333333333333,1.1111111111111112
2010-09-18,2010,Sunderland,Arsenal,1,1,16,5,11,11,2,0,1,Home,0,0.2,0.875
2010-09-18,2010,Tottenham,Wolves,3,1,20,11,5,7,3,0,3,Home,2,0.2727272727272727,1.7
2010-09-18,2010,West Brom,Birmingham,3,1,16,10,5,11,1,0,3,Home,2,0.3,2.0
2010-09-19,2010,Chelsea,Blackpool,4,0,27,15,9,7,1,0,3,Home,4,0.26666666666666666,1.7037037037037037
2010-09-19,2010,Man United,Liverpool,3,2,16,7,6,15,4,0,3,Home,1,0.42857142857142855,1.625
2010-09-19,2010,Wigan,Man City,0,2,9,3,3,10,1,0,0,Home,-2,0.0,0.6666666666666666
2010-09-25,2010,Arsenal,West Brom,2,3,24,12,16,15,4,0,0,Home,-1,0.16666666666666666,1.3333333333333333
2010-09-25,2010,Birmingham,Wigan,0,0,10,4,3,12,2,1,1,Home,0,0.0,0.8
2010-09-25,2010,Blackpool,Blackburn,1,2,11,8,8,12,2,0,0,Home,-1,0.125,1.8181818181818181
2010-09-25,2010,Fulham,Everton,0,0,12,2,4,15,2,0,1,Home,0,0.0,0.3333333333333333
2010-09-25,2010,Liverpool,Sunderland,2,2,13,5,3,15,3,0,1,Home,0,0.4,1.3846153846153846
2010-09-25,2010,Man City,Chelsea,1,0,8,6,3,10,2,0,3,Home,1,0.16666666666666666,2.0
2010-09-25,2010,West Ham,Tottenham,1,0,22,15,14,10,2,0,3,Home,1,0.06666666666666667,1.5454545454545454
2010-09-26,2010,Bolton,Man United,2,2,15,9,7,16,1,0,1,Home,0,0.2222222222222222,1.7333333333333334
2010-09-26,2010,Newcastle,Stoke,1,2,11,7,3,8,0,0,0,Home,-1,0.14285714285714285,1.6363636363636365
2010-09-26,2010,Wolves,Aston Villa,1,2,14,12,5,15,1,0,0,Home,-1,0.08333333333333333,2.0
2010-10-02,2010,Birmingham,Everton,0,2,6,3,6,5,0,0,0,Home,-2,0.0,1.0
2010-10-02,2010,Stoke,Blackburn,1,0,18,11,8,8,2,0,3,Home,1,0.09090909090909091,1.4444444444444444
2010-10-02,2010,Sunderland,Man United,0,0,14,8,10,10,1,0,1,Home,0,0.0,1.1428571428571428
2010-10-02,2010,Tottenham,Aston Villa,2,1,19,10,10,12,1,0,3,Home,1,0.2,1.4736842105263157
2010-10-02,2010,West Brom,Bolton,1,1,17,9,7,8,3,0,1,Home,0,0.1111111111111111,1.2941176470588236
2010-10-02,2010,West Ham,Fulham,1,1,12,5,2,15,3,0,1,Home,0,0.2,1.1666666666666667
2010-10-02,2010,Wigan,Wolves,2,0,24,17,3,9,1,0,3,Home,2,0.11764705882352941,1.75
2010-10-03,2010,Chelsea,Arsenal,2,0,11,6,10,7,1,0,3,Home,2,0.3333333333333333,1.8181818181818181
2010-10-03,2010,Liverpool,Blackpool,1,2,19,10,5,11,2,0,0,Home,-1,0.1,1.263157894736842
2010-10-03,2010,Man City,Newcastle,2,1,9,5,4,11,3,0,3,Home,1,0.4,2.0
2010-10-16,2010,Arsenal,Birmingham,2,1,18,13,7,16,2,1,3,Home,1,0.15384615384615385,1.8888888888888888
2010-10-16,2010,Aston Villa,Chelsea,0,0,11,5,9,11,4,0,1,Home,0,0.0,0.9090909090909091
2010-10-16,2010,Bolton,Stoke,2,1,11,6,5,10,2,1,3,Home,1,0.3333333333333333,1.8181818181818181
2010-10-16,2010,Fulham,Tottenham,1,2,11,5,4,9,1,0,0,Home,-1,0.2,1.2727272727272727
2010-10-16,2010,Man United,West Brom,2,2,16,9,3,10,1,0,1,Home,0,0.2222222222222222,1.625
2010-10-16,2010,Newcastle,Wigan,2,2,9,4,6,13,2,0,1,Home,0,0.5,1.7777777777777777
2010-10-16,2010,Wolves,West Ham,1,1,9,5,8,10,0,0,1,Home,0,0.2,1.5555555555555556
2010-10-17,2010,Blackpool,Man City,2,3,16,5,3,9,0,0,0,Home,-1,0.4,1.125
2010-10-17,2010,Everton,Liverpool,2,0,9,6,8,10,2,0,3,Home,2,0.3333333333333333,2.2222222222222223
2010-10-18,2010,Blackburn,Sunderland,0,0,9,3,5,12,2,1,1,Home,0,0.0,0.6666666666666666
2010-10-23,2010,Birmingham,Blackpool,2,0,17,8,9,8,1,0,3,Home,2,0.25,1.411764705882353
2010-10-23,2010,Chelsea,Wolves,2,0,17,10,8,8,1,0,3,Home,2,0.2,1.6470588235294117
2010-10-23,2010,Sunderland,Aston Villa,1,0,13,6,4,11,1,0,3,Home,1,0.16666666666666666,1.2307692307692308
2010-10-23,2010,Tottenham,Everton,1,1,13,8,4,15,3,0,1,Home,0,0.125,1.5384615384615385
2010-10-23,2010,West Brom,Fulham,2,1,14,7,7,3,0,0,3,Home,1,0.2857142857142857,1.5714285714285714
2010-10-23,2010,West Ham,Newcastle,1,2,5,1,2,12,0,0,0,Home,-1,1.0,1.2
2010-10-23,2010,Wigan,Bolton,1,1,15,9,5,8,0,0,1,Home,0,0.1111111111111111,1.4666666666666666
2010-10-24,2010,Liverpool,Blackburn,2,1,17,10,15,17,2,0,3,Home,1,0.2,1.6470588235294117
2010-10-24,2010,Man City,Arsenal,0,3,9,6,6,11,2,1,0,Home,-3,0.0,1.3333333333333333
2010-10-24,2010,Stoke,Man United,1,2,6,2,5,6,2,0,0,Home,-1,0.5,1.3333333333333333
